;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Lista de Entes Habilitados/Inabilitados da Complementação da União-VAAT 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;Código IBGE;Veficação  § 4º do art. 13 da  Lei nº 14.113/20;Pendência identificada;;;;;;;;;;;;
RS;Viamão;4323002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vicente Dutra;4323101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Victor Graeff;4323200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vila Flores;4323309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vila Lângaro;4323358;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vila Maria;4323408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vila Nova do Sul;4323457;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vista Alegre;4323507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vista Alegre do Prata;4323606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vista Gaúcha;4323705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Vitória das Missões;4323754;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Westfália;4323770;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
RS;Xangri-lá;4323804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Abdon Batista;4200051;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Abelardo Luz;4200101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Agrolândia;4200200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Agronômica;4200309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Água Doce;4200408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Águas de Chapecó;4200507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Águas Frias;4200556;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Águas Mornas;4200606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Alfredo Wagner;4200705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Alto Bela Vista;4200754;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Anchieta;4200804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Angelina;4200903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Anita Garibaldi;4201000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Anitápolis;4201109;Inobservância do art. 38 da Lei nº 14.113/20.;Não transmitiu ao SIOPE os dados do ano de 2024.;;;;;;;;;;;;
SC;Antônio Carlos;4201208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Apiúna;4201257;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Arabutã;4201273;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Araquari;4201307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Araranguá;4201406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Armazém;4201505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Arroio Trinta;4201604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Arvoredo;4201653;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ascurra;4201703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Atalanta;4201802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Aurora;4201901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Balneário Arroio do Silva;4201950;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Balneário Barra do Sul;4202057;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Balneário Camboriú;4202008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Balneário Gaivota;4202073;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Balneário Piçarras;4212809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Balneário Rincão;4220000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Bandeirante;4202081;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Barra Bonita;4202099;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Barra Velha;4202107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Bela Vista do Toldo;4202131;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Belmonte;4202156;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Benedito Novo;4202206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Biguaçu;4202305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Blumenau;4202404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Bocaina do Sul;4202438;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Bom Jardim da Serra;4202503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Bom Jesus;4202537;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Bom Jesus do Oeste;4202578;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Bom Retiro;4202602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Bombinhas;4202453;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Botuverá;4202701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Braço do Norte;4202800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Braço do Trombudo;4202859;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Brunópolis;4202875;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Brusque;4202909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Caçador;4203006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Caibi;4203105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Calmon;4203154;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Camboriú;4203204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Campo Alegre;4203303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Campo Belo do Sul;4203402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Campo Erê;4203501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Campos Novos;4203600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Canelinha;4203709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Canoinhas;4203808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Capão Alto;4203253;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Capinzal;4203907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Capivari de Baixo;4203956;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Catanduvas;4204004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Caxambu do Sul;4204103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Celso Ramos;4204152;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Cerro Negro;4204178;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Chapadão do Lageado;4204194;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Chapecó;4204202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Cocal do Sul;4204251;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Concórdia;4204301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Cordilheira Alta;4204350;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Coronel Freitas;4204400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Coronel Martins;4204459;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Correia Pinto;4204558;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Corupá;4204509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Criciúma;4204608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Cunha Porã;4204707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Cunhataí;4204756;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Curitibanos;4204806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Descanso;4204905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Dionísio Cerqueira;4205001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Dona Emma;4205100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Doutor Pedrinho;4205159;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Entre Rios;4205175;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ermo;4205191;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Erval Velho;4205209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Faxinal dos Guedes;4205308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Flor do Sertão;4205357;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Florianópolis;4205407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Formosa do Sul;4205431;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Forquilhinha;4205456;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Fraiburgo;4205506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Frei Rogério;4205555;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Galvão;4205605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Garopaba;4205704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Garuva;4205803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Gaspar;4205902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Governador Celso Ramos;4206009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Grão Pará;4206108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Gravatal;4206207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Guabiruba;4206306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Guaraciaba;4206405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Guaramirim;4206504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Guarujá do Sul;4206603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Guatambú;4206652;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Herval d'Oeste;4206702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ibiam;4206751;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ibicaré;4206801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ibirama;4206900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Içara;4207007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ilhota;4207106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Imaruí;4207205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Imbituba;4207304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Imbuia;4207403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Indaial;4207502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Iomerê;4207577;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ipira;4207601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Iporã do Oeste;4207650;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ipuaçu;4207684;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ipumirim;4207700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Iraceminha;4207759;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Irani;4207809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Irati;4207858;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Irineópolis;4207908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Itá;4208005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Itaiópolis;4208104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Itajaí;4208203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Itapema;4208302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Itapiranga;4208401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Itapoá;4208450;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ituporanga;4208500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Jaborá;4208609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Jacinto Machado;4208708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Jaguaruna;4208807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Jaraguá do Sul;4208906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Jardinópolis;4208955;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Joaçaba;4209003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Joinville;4209102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;José Boiteux;4209151;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Jupiá;4209177;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Lacerdópolis;4209201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Lages;4209300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Laguna;4209409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Lajeado Grande;4209458;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Laurentino;4209508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Lauro Muller;4209607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Lebon Régis;4209706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Leoberto Leal;4209805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Lindóia do Sul;4209854;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Lontras;4209904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Luiz Alves;4210001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Luzerna;4210035;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Macieira;4210050;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Mafra;4210100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Major Gercino;4210209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Major Vieira;4210308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Maracajá;4210407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Maravilha;4210506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Marema;4210555;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Massaranduba;4210605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Matos Costa;4210704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Meleiro;4210803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Mirim Doce;4210852;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Modelo;4210902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Mondaí;4211009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Monte Carlo;4211058;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Monte Castelo;4211108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Morro da Fumaça;4211207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Morro Grande;4211256;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Navegantes;4211306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Nova Erechim;4211405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Nova Itaberaba;4211454;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Nova Trento;4211504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Nova Veneza;4211603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Novo Horizonte;4211652;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Orleans;4211702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Otacílio Costa;4211751;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ouro;4211801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ouro Verde;4211850;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Paial;4211876;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Painel;4211892;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Palhoça;4211900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Palma Sola;4212007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Palmeira;4212056;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Palmitos;4212106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Papanduva;4212205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Paraíso;4212239;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Passo de Torres;4212254;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Passos Maia;4212270;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Paulo Lopes;4212304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Pedras Grandes;4212403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Penha;4212502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Peritiba;4212601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Pescaria Brava;4212650;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Petrolândia;4212700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Pinhalzinho;4212908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Pinheiro Preto;4213005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Piratuba;4213104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Planalto Alegre;4213153;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Pomerode;4213203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ponte Alta;4213302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Ponte Alta do Norte;4213351;Inobservância do art. 38 da Lei nº 14.113/20.;Não transmitiu ao SIOPE os dados do ano de 2024.;;;;;;;;;;;;
SC;Ponte Serrada;4213401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Porto Belo;4213500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Porto União;4213609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Pouso Redondo;4213708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Praia Grande;4213807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Presidente Castello Branco;4213906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Presidente Getúlio;4214003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Presidente Nereu;4214102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Princesa;4214151;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Quilombo;4214201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rancho Queimado;4214300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rio das Antas;4214409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rio do Campo;4214508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rio do Oeste;4214607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rio do Sul;4214805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rio dos Cedros;4214706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rio Fortuna;4214904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rio Negrinho;4215000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rio Rufino;4215059;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Riqueza;4215075;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Rodeio;4215109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Romelândia;4215208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Salete;4215307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Saltinho;4215356;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Salto Veloso;4215406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Sangão;4215455;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santa Catarina;42;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santa Cecília;4215505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santa Helena;4215554;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santa Rosa de Lima;4215604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santa Rosa do Sul;4215653;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santa Terezinha;4215679;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santa Terezinha do Progresso;4215687;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santiago do Sul;4215695;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Santo Amaro da Imperatriz;4215703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Bento do Sul;4215802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Bernardino;4215752;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Bonifácio;4215901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Carlos;4216008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Cristovão do Sul;4216057;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Domingos;4216107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Francisco do Sul;4216206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São João Batista;4216305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São João do Itaperiú;4216354;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São João do Oeste;4216255;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São João do Sul;4216404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Joaquim;4216503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São José;4216602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São José do Cedro;4216701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São José do Cerrito;4216800;Inobservância do art. 163-A da Constituição Federal.;Enviou a MSC de encerramento com alguma RECEITA LÍQUIDA negativa.;;;;;;;;;;;;
SC;São Lourenço do Oeste;4216909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Ludgero;4217006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Martinho;4217105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Miguel da Boa Vista;4217154;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Miguel do Oeste;4217204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;São Pedro de Alcântara;4217253;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Saudades;4217303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Schroeder;4217402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Seara;4217501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Serra Alta;4217550;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Siderópolis;4217600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Sombrio;4217709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Sul Brasil;4217758;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Taió;4217808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Tangará;4217907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Tigrinhos;4217956;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Tijucas;4218004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Timbé do Sul;4218103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Timbó;4218202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Timbó Grande;4218251;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Três Barras;4218301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Treviso;4218350;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Treze de Maio;4218400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Treze Tílias;4218509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Trombudo Central;4218608;Inobservância do art. 163-A da Constituição Federal.;Enviou a MSC de encerramento com alguma RECEITA LÍQUIDA negativa.;;;;;;;;;;;;
SC;Tubarão;4218707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Tunápolis;4218756;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Turvo;4218806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;União do Oeste;4218855;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Urubici;4218905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Urupema;4218954;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Urussanga;4219002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Vargeão;4219101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
SC;Vargem;4219150;Inobservância do art. 163-A da Constituição Federal.;Não enviou a MSC de encerramento de 2024.;;;;;;;;;;;;
